1.000000,0.120333,0.066910,0.086595,0.289611,0.004139,0.211563,0.009040,0.143284,-0.004483,-0.128798,0.003698,-0.009630,-0.106944,-0.005572,0.046805,0.044106,0.107836,0.194317,0.007591,-0.078364,-0.024573,0.126646,-0.030503,0.050042,0.084233,0.091044,0.183494,0.086150,0.120991,-0.018045,0.195198,-0.081111,0.538492,0.030245,0.030683,0.066545,0.004273,-0.072108,0.022311,0.092745,0.041893,0.012836,0.006504,0.005608,-0.053932,-0.018591,-0.015151,-0.052445,0.037759,-0.077122,0.083095,0.012233,0.040313,0.113707,0.098804,0.001080,0.053926,-0.008632,-0.060315,0.011232,-0.064040,-0.027796,-0.020755,-0.003025,0.020123,0.021619,0.023998
0.120333,1.000000,0.074925,-0.016607,0.100452,0.094996,0.154299,0.075213,0.121225,0.073882,-0.024340,-0.048627,0.031654,-0.003757,0.024110,-0.017824,0.060429,0.031099,0.055291,0.025434,0.038875,0.076674,-0.016270,0.085982,-0.012583,-0.003630,0.004741,0.050336,0.100343,-0.040149,0.051842,0.028630,0.020854,0.092413,-0.099592,-0.063167,-0.083145,-0.064547,-0.009075,0.034208,0.042000,0.075711,0.080206,0.109329,-0.022553,0.004081,-0.003159,-0.008701,0.061473,-0.050833,0.052603,0.006160,0.045568,0.052193,-0.008386,-0.003088,-0.016358,-0.030175,0.001185,-0.111151,0.010618,0.018383,-0.108405,-0.022672,-0.015307,-0.017442,0.042286,-0.007079
0.066910,0.074925,1.000000,0.225616,0.076247,-0.091252,0.001772,-0.055976,-0.000033,-0.004354,-0.094527,0.123289,-0.053122,-0.077207,-0.000403,0.089003,0.140852,0.060193,-0.031960,0.015767,-0.010879,-0.067084,-0.029340,-0.022594,-0.091962,-0.027408,0.045837,-0.032185,-0.077315,-0.032086,0.047549,0.052456,0.005352,0.077652,0.113070,0.026460,0.142679,0.225069,0.143949,0.027121,0.022359,0.030450,0.023631,-0.010439,0.061573,0.164603,0.124293,0.042141,0.009152,-0.020120,-0.032126,-0.038652,-0.041622,0.035314,0.071142,0.054538,0.092609,0.103851,0.081041,0.072322,0.040595,0.094286,0.089790,0.032237,-0.057987,0.082203,0.041437,0.043924
0.086595,-0.016607,0.225616,1.000000,0.060018,-0.021412,0.062020,0.044812,0.031031,-0.019120,-0.144594,0.460104,0.122223,-0.153393,0.069539,-0.020550,0.047207,0.002902,0.005696,0.062083,-0.042496,-0.069149,-0.011936,-0.061541,0.032334,0.049527,-0.023357,-0.019804,0.018382,-0.014138,-0.013300,0.067695,0.134615,0.039473,0.202496,-0.007286,0.245188,0.799746,0.075099,0.133350,0.246405,0.201330,0.090829,0.004193,-0.010781,0.435371,0.384798,-0.017337,-0.002217,0.003568,-0.004170,-0.049452,-0.097126,-0.008242,0.074983,0.029892,0.039249,0.016426,-0.018317,0.010605,-0.003474,0.054176,0.037278,-0.050664,-0.089036,0.008479,0.062516,0.021378
0.289611,0.100452,0.076247,0.060018,1.000000,0.000358,0.416342,-0.071563,0.033692,-0.041118,-0.104004,-0.026437,-0.120060,-0.121340,-0.040718,0.031482,0.045594,0.046434,0.080865,-0.011970,-0.048154,0.014558,0.071481,0.055715,0.025701,0.008781,-0.012269,0.079628,0.020250,0.059723,0.071400,0.156195,-0.016736,0.554528,0.017270,0.001501,0.030910,0.059830,-0.045599,0.047816,0.124462,-0.008062,0.040424,-0.046067,-0.046546,0.072382,0.046828,-0.044422,-0.057087,-0.113777,-0.115007,-0.095205,-0.064091,-0.067715,-0.052489,-0.052324,-0.060900,-0.009769,0.095333,-0.028596,-0.003871,-0.063931,-0.058510,-0.091642,-0.056048,-0.050528,0.036981,-0.103029
0.004139,0.094996,-0.091252,-0.021412,0.000358,1.000000,0.138611,0.733840,0.687734,0.540755,0.365881,0.084742,0.621657,0.470641,0.256454,0.084562,0.081130,0.043835,0.086743,0.194582,0.007999,-0.032742,0.046129,-0.038314,0.034454,0.004643,0.045259,0.017751,0.118348,0.062138,-0.006529,0.050281,-0.043889,0.042666,0.101351,0.078387,-0.036270,-0.052629,0.179241,0.068815,0.096012,0.597344,0.139221,0.329708,0.073573,-0.055560,0.148327,0.172850,0.426103,0.115005,0.057387,0.212337,0.185564,0.324721,-0.085877,-0.099520,0.070467,-0.018859,-0.005975,0.010636,0.020752,0.092856,0.110674,0.195448,0.172867,-0.016659,-0.017556,0.147624
0.211563,0.154299,0.001772,0.062020,0.416342,0.138611,1.000000,0.129593,0.206704,0.012255,-0.106444,0.003501,0.036940,-0.079138,0.006281,0.017437,0.045876,0.090050,0.145745,-0.000088,-0.077468,-0.032903,0.080319,0.042678,0.060019,0.020513,0.065013,0.025608,0.132729,0.129272,0.064568,0.128656,-0.004270,0.222276,0.036026,-0.013721,0.022694,0.052210,0.061180,0.126122,0.281250,0.119494,0.106473,-0.026962,-0.107172,0.015732,0.002171,-0.099787,-0.036977,-0.041833,-0.040631,-0.090316,-0.051993,-0.056378,-0.065251,-0.072147,-0.044810,-0.042205,0.022574,0.005209,0.061773,0.068750,-0.046386,-0.068760,-0.027268,-0.055666,0.071629,-0.035703
0.009040,0.075213,-0.055976,0.044812,-0.071563,0.733840,0.129593,1.000000,0.547570,0.516117,0.372240,0.231391,0.893203,0.568351,0.286316,0.069974,0.080670,0.072661,0.011001,0.214379,-0.032924,-0.068772,0.056968,-0.042291,0.055159,-0.016822,-0.015746,0.005359,0.064737,-0.031664,0.013254,0.079355,-0.019334,0.006919,0.151261,0.042448,-0.027829,-0.018319,0.251678,0.149516,0.125025,0.816090,0.133211,0.399659,0.110964,-0.074373,0.218515,0.223450,0.532688,0.155651,0.101817,0.261647,0.187445,0.408400,-0.021096,-0.049876,0.124979,0.006304,-0.058839,-0.010498,0.033645,0.071423,0.139950,0.218899,0.215839,-0.007422,-0.017206,0.195295
0.143284,0.121225,-0.000033,0.031031,0.033692,0.687734,0.206704,0.547570,1.000000,0.499245,0.203395,0.041489,0.444291,0.284439,0.197354,0.091095,0.061046,0.155250,0.185365,0.144616,0.054488,0.060921,0.130239,0.020103,0.110887,0.029142,0.006194,0.082764,0.144296,0.180557,-0.021278,0.057031,-0.012480,0.079414,0.108057,0.021622,-0.002952,-0.041326,0.187654,0.063766,0.112758,0.496640,0.139363,0.279920,0.057323,-0.067786,0.132968,0.129476,0.363747,0.108854,-0.006948,0.214755,0.190863,0.340416,0.011717,0.007869,0.071556,-0.018726,-0.015166,0.027796,0.007347,0.022891,0.119302,0.146016,0.123663,0.011079,-0.046401,0.158273
-0.004483,0.073882,-0.004354,-0.019120,-0.041118,0.540755,0.012255,0.516117,0.499245,1.000000,0.377594,0.040589,0.391471,0.454186,0.224640,0.333248,0.240119,0.244295,0.101833,0.176274,-0.052334,-0.069024,-0.027096,-0.008797,0.002910,0.031001,-0.037466,0.037665,0.070721,0.114212,0.017803,0.099934,0.017059,0.023230,0.041686,0.008188,-0.065414,-0.056432,0.129416,0.049972,-0.037277,0.416778,0.159230,0.512057,0.204325,-0.108312,0.095008,0.332536,0.413241,0.168496,0.126068,0.239799,0.139613,0.419203,-0.077524,-0.099677,0.100465,-0.021104,0.042692,-0.012087,0.008031,0.008976,0.147099,0.116929,0.161794,0.012322,-0.032739,0.220934
