1.000000,0.992471,0.983366,0.993555,0.992206,0.987275,0.989348,0.987797,0.983605,0.976809,0.991661,0.991632,0.988250,0.993660,0.993281,0.984283,0.989522,0.965057,0.987705,0.988504,0.990767,0.992324,0.991157,0.991837,0.993358,0.991843,0.990110,0.992504,0.993036,0.992883,0.992022,0.989915,0.975502,0.996935,0.982845,0.980819,0.987641,0.990615,0.977105,0.950457,0.982262,0.981623,0.960528,0.957900,0.992782,0.993803,0.991837,0.994768,0.993734,0.948228,0.914842,0.942086,0.920481,0.991863,0.984473,0.983315,0.954816,0.978700,0.955911,0.978161,0.970131,0.954714,0.909238,0.813040,0.871607,0.686174,0.435674,0.973885
0.992471,1.000000,0.979762,0.989495,0.991348,0.987715,0.989415,0.988150,0.984206,0.978275,0.988969,0.988535,0.987963,0.990943,0.989712,0.982205,0.986259,0.962305,0.984944,0.985789,0.985056,0.986508,0.986355,0.985586,0.987722,0.985565,0.982482,0.985311,0.988346,0.988241,0.986896,0.984230,0.970253,0.992267,0.982034,0.980558,0.983435,0.987073,0.977660,0.955633,0.983483,0.983401,0.964880,0.961736,0.990062,0.989413,0.989649,0.991393,0.989719,0.953698,0.922844,0.945471,0.927358,0.987947,0.982076,0.981524,0.958535,0.978615,0.960200,0.976508,0.968078,0.952001,0.916498,0.821897,0.882749,0.703238,0.457103,0.975602
0.983366,0.979762,1.000000,0.987276,0.978804,0.976734,0.978297,0.977506,0.972329,0.965148,0.979056,0.982054,0.978183,0.982222,0.981884,0.971420,0.975646,0.950382,0.974271,0.976772,0.978409,0.980043,0.977844,0.980033,0.980154,0.979363,0.977251,0.977648,0.979189,0.977835,0.976853,0.976120,0.962354,0.982284,0.974985,0.972052,0.984212,0.986086,0.968329,0.940704,0.972515,0.971642,0.949734,0.945413,0.980423,0.984085,0.980905,0.983169,0.983495,0.935209,0.901759,0.929411,0.909574,0.980812,0.976272,0.974531,0.944944,0.969794,0.945104,0.971204,0.963607,0.948654,0.897132,0.798342,0.859758,0.674134,0.425014,0.964605
0.993555,0.989495,0.987276,1.000000,0.990962,0.988353,0.990169,0.989835,0.984403,0.977331,0.991031,0.994423,0.990739,0.993662,0.993535,0.983281,0.987666,0.963376,0.986975,0.988948,0.989632,0.990972,0.989101,0.990548,0.991067,0.989820,0.987458,0.988769,0.990707,0.990518,0.989759,0.987313,0.973090,0.993588,0.987179,0.984742,0.991746,0.996551,0.980904,0.954778,0.985362,0.984701,0.963787,0.958947,0.992644,0.995630,0.993205,0.994869,0.994348,0.949787,0.917321,0.943164,0.923449,0.992152,0.987377,0.986203,0.957640,0.981838,0.958514,0.981538,0.974743,0.960365,0.911398,0.812288,0.874749,0.687096,0.440244,0.977779
0.992206,0.991348,0.978804,0.990962,1.000000,0.993486,0.994201,0.993970,0.990710,0.985637,0.992716,0.991525,0.993123,0.994109,0.991939,0.987316,0.990386,0.967113,0.988660,0.988812,0.986123,0.987384,0.987278,0.985569,0.987537,0.984645,0.981712,0.986276,0.990073,0.990665,0.989839,0.985928,0.972325,0.995179,0.986902,0.985498,0.984046,0.988260,0.984669,0.966536,0.989677,0.990183,0.975112,0.971542,0.993664,0.991656,0.993091,0.994219,0.991945,0.963679,0.936256,0.955439,0.940172,0.990665,0.985489,0.985416,0.967754,0.982850,0.969442,0.979497,0.971154,0.957545,0.928935,0.836834,0.897416,0.722652,0.477172,0.983023
0.987275,0.987715,0.976734,0.988353,0.993486,1.000000,0.996209,0.997712,0.997175,0.993305,0.993373,0.990455,0.995156,0.994130,0.990996,0.990523,0.992493,0.973188,0.992273,0.989596,0.982142,0.983597,0.984843,0.980881,0.984275,0.979418,0.974888,0.980118,0.989315,0.989919,0.987478,0.983994,0.967727,0.991672,0.989644,0.988219,0.981021,0.985926,0.990298,0.978212,0.993797,0.995614,0.985704,0.982700,0.993566,0.989296,0.992702,0.993146,0.989994,0.975445,0.953111,0.968190,0.956494,0.989674,0.986425,0.987501,0.977844,0.985218,0.980023,0.978615,0.970166,0.959078,0.945860,0.858572,0.918157,0.751364,0.510123,0.990274
0.989348,0.989415,0.978297,0.990169,0.994201,0.996209,1.000000,0.997082,0.995561,0.991156,0.993143,0.991468,0.994883,0.994267,0.992042,0.989875,0.992071,0.972508,0.991627,0.990198,0.984623,0.985876,0.986425,0.983149,0.986183,0.981688,0.977586,0.982695,0.990745,0.990994,0.988558,0.985639,0.969816,0.992886,0.989829,0.988362,0.982971,0.987631,0.989675,0.975602,0.994325,0.994990,0.983305,0.980065,0.993854,0.990863,0.993740,0.993857,0.991443,0.972865,0.948336,0.965175,0.952312,0.990830,0.987626,0.988425,0.975997,0.985963,0.977650,0.980265,0.972197,0.960070,0.941223,0.851854,0.912551,0.742419,0.500369,0.989117
0.987797,0.988150,0.977506,0.989835,0.993970,0.997712,0.997082,1.000000,0.996720,0.993189,0.993673,0.992549,0.997539,0.995199,0.992114,0.990324,0.992194,0.974028,0.992298,0.990819,0.983007,0.984320,0.985523,0.981303,0.984778,0.980009,0.975360,0.980598,0.989517,0.990286,0.987670,0.984904,0.968504,0.992267,0.990676,0.989498,0.982429,0.986713,0.991447,0.980915,0.995813,0.998159,0.987552,0.983735,0.994087,0.990724,0.994489,0.994185,0.990819,0.976029,0.954168,0.969750,0.958530,0.990258,0.987317,0.988399,0.979045,0.986123,0.981290,0.979232,0.970241,0.959246,0.948324,0.860977,0.920354,0.753979,0.510867,0.991304
0.983605,0.984206,0.972329,0.984403,0.990710,0.997175,0.995561,0.996720,1.000000,0.996047,0.991336,0.987264,0.993692,0.991794,0.988902,0.990469,0.991859,0.975548,0.992268,0.988408,0.978747,0.979983,0.982633,0.976581,0.981338,0.975418,0.970490,0.975931,0.987703,0.988383,0.984949,0.981861,0.965493,0.988818,0.988174,0.986888,0.976698,0.982130,0.990479,0.982058,0.993821,0.996111,0.989330,0.987172,0.991449,0.985800,0.990182,0.990545,0.987074,0.979637,0.959809,0.973335,0.962968,0.987342,0.984793,0.986541,0.981459,0.984768,0.983326,0.976242,0.967650,0.957029,0.952808,0.868181,0.925979,0.763686,0.522097,0.991352
0.976809,0.978275,0.965148,0.977331,0.985637,0.993305,0.991156,0.993189,0.996047,1.000000,0.986703,0.981101,0.988943,0.986685,0.983396,0.989392,0.989660,0.977343,0.989813,0.984648,0.971476,0.972955,0.976876,0.968742,0.974564,0.967093,0.962078,0.968547,0.982648,0.983418,0.979603,0.976971,0.958146,0.983164,0.984426,0.982879,0.968955,0.974911,0.987699,0.983816,0.990710,0.993686,0.991276,0.992558,0.987161,0.978919,0.984589,0.985071,0.980903,0.984752,0.967855,0.979426,0.969612,0.982253,0.979472,0.982118,0.984061,0.981021,0.985846,0.970240,0.961142,0.952200,0.960774,0.882216,0.936858,0.779824,0.535880,0.990775
