simulation,G1,G2,correlation,distance
2,10.0000,0.4000,0.106763,0.454810
2,10.0000,0.5000,0.113887,0.438583
2,10.0000,0.6000,0.111624,0.435547
2,10.0000,0.7000,0.097413,0.408153
2,10.0000,0.8000,0.117756,0.399922
2,10.0000,0.9000,0.127223,0.414526
2,10.0000,1.0000,0.114684,0.440993
2,10.0000,2.0000,0.079900,0.446749
2,10.0000,3.0000,0.224221,0.604644
2,10.0000,4.0000,0.080289,0.556725
2,10.0000,5.0000,0.065606,0.449239
2,10.0000,10.0000,0.028637,0.571615
2,10.0000,15.0000,0.109521,0.490433
2,10.0000,20.0000,0.077015,0.548616
2,10.0000,25.0000,0.055873,0.541898
2,10.0000,30.0000,0.044069,0.539772
2,15.0000,0.1000,0.078489,0.548237
2,15.0000,0.2000,0.106403,0.532330
2,15.0000,0.3000,0.090378,0.543797
2,15.0000,0.4000,0.095927,0.529484
2,15.0000,0.5000,0.096630,0.519098
2,15.0000,0.6000,0.089206,0.547386
2,15.0000,0.7000,0.110632,0.483343
2,15.0000,0.8000,0.076074,0.524885
2,15.0000,0.9000,0.124941,0.444828
2,15.0000,1.0000,0.107858,0.522089
2,15.0000,2.0000,-0.002486,0.757398
2,15.0000,3.0000,-0.001768,0.763455
2,15.0000,4.0000,0.015896,0.732703
2,15.0000,5.0000,0.025620,0.704284
2,15.0000,10.0000,-0.023295,0.754262
2,15.0000,15.0000,-0.021589,0.737115
2,15.0000,20.0000,0.047075,0.745124
2,15.0000,25.0000,-0.004620,0.752648
2,15.0000,30.0000,-0.000983,0.743973
2,20.0000,0.1000,0.073579,0.519079
2,20.0000,0.2000,0.067352,0.536494
2,20.0000,0.3000,0.079608,0.565953
2,20.0000,0.4000,0.060211,0.551742
2,20.0000,0.5000,0.065241,0.502612
2,20.0000,0.6000,0.083752,0.575156
2,20.0000,0.7000,0.076916,0.565665
2,20.0000,0.8000,0.042860,0.609759
2,20.0000,0.9000,0.078237,0.546953
2,20.0000,1.0000,0.088346,0.522097
2,20.0000,2.0000,-0.029277,0.783333
2,20.0000,3.0000,-0.053383,0.737599
2,20.0000,4.0000,-0.036230,0.779147
2,20.0000,5.0000,-0.078342,0.741297
2,20.0000,10.0000,-0.004710,0.759802
2,20.0000,15.0000,-0.024929,0.750780
2,20.0000,20.0000,-0.058081,0.765064
2,20.0000,25.0000,0.010845,0.792248
2,20.0000,30.0000,-0.041986,0.760053
2,25.0000,0.1000,0.072950,0.535851
2,25.0000,0.2000,0.075997,0.568789
2,25.0000,0.3000,0.077579,0.562728
2,25.0000,0.4000,0.058441,0.520777
2,25.0000,0.5000,0.076597,0.492625
2,25.0000,0.6000,0.078423,0.537834
2,25.0000,0.7000,0.055999,0.532311
2,25.0000,0.8000,0.077796,0.564859
2,25.0000,0.9000,0.074178,0.503315
2,25.0000,1.0000,0.081124,0.577242
2,25.0000,2.0000,0.077169,0.513467
2,25.0000,3.0000,-0.009736,0.732298
2,25.0000,4.0000,0.027922,0.584570
2,25.0000,5.0000,-0.050897,0.742219
2,25.0000,10.0000,-0.008252,0.791803
2,25.0000,15.0000,-0.003979,0.793866
2,25.0000,20.0000,-0.071777,0.759617
2,25.0000,25.0000,-0.030499,0.741094
2,25.0000,30.0000,-0.052690,0.706968
2,30.0000,0.1000,0.072933,0.514221
2,30.0000,0.2000,0.078363,0.570108
2,30.0000,0.3000,0.069174,0.536035
2,30.0000,0.4000,0.080478,0.551901
2,30.0000,0.5000,0.076717,0.566993
2,30.0000,0.6000,0.079535,0.580793
2,30.0000,0.7000,0.077081,0.556284
2,30.0000,0.8000,0.080084,0.585684
2,30.0000,0.9000,0.079320,0.571319
2,30.0000,1.0000,0.081936,0.561497
2,30.0000,2.0000,-0.020953,0.707230
2,30.0000,3.0000,0.009214,0.758906
2,30.0000,4.0000,-0.034945,0.730971
2,30.0000,5.0000,0.016130,0.664186
2,30.0000,10.0000,-0.060266,0.779456
2,30.0000,15.0000,-0.031592,0.754468
2,30.0000,20.0000,-0.081222,0.779626
2,30.0000,25.0000,-0.039419,0.751961
2,30.0000,30.0000,-0.056248,0.744651
3,0.1000,0.1000,-0.004513,0.273154
3,0.1000,0.2000,0.004887,0.270550
3,0.1000,0.3000,0.033305,0.271301
3,0.1000,0.4000,0.071995,0.272023
3,0.1000,0.5000,0.099515,0.265995
3,0.1000,0.6000,0.104319,0.266849
3,0.1000,0.7000,0.146130,0.264467
3,0.1000,0.8000,0.156758,0.265162
3,0.1000,0.9000,0.198561,0.263598
3,0.1000,1.0000,0.198445,0.260706
3,0.1000,2.0000,0.254155,0.255006
3,0.1000,3.0000,0.285495,0.258162
3,0.1000,4.0000,0.283116,0.249284
3,0.1000,5.0000,0.314787,0.259976
3,0.1000,10.0000,0.284328,0.263981
3,0.1000,15.0000,0.267591,0.261538
3,0.1000,20.0000,0.263890,0.270142
3,0.1000,25.0000,0.208203,0.284694
3,0.1000,30.0000,0.267883,0.274923
3,0.2000,0.1000,0.061350,0.271505
3,0.2000,0.2000,0.108655,0.265966
3,0.2000,0.3000,0.113814,0.267064
3,0.2000,0.4000,0.150952,0.263508
3,0.2000,0.5000,0.108655,0.266159
3,0.2000,0.6000,0.184495,0.259437
3,0.2000,0.7000,0.142200,0.260091
3,0.2000,0.8000,0.188022,0.259806
3,0.2000,0.9000,0.218636,0.254831
3,0.2000,1.0000,0.215776,0.254132
3,0.2000,2.0000,0.313335,0.246827
3,0.2000,3.0000,0.255137,0.255436
3,0.2000,4.0000,0.268458,0.244515
3,0.2000,5.0000,0.286933,0.250081
3,0.2000,10.0000,0.323140,0.266466
3,0.2000,15.0000,0.238801,0.271360
3,0.2000,20.0000,0.291547,0.258423
3,0.2000,25.0000,0.285943,0.268598
3,0.2000,30.0000,0.326546,0.253293
3,0.3000,0.1000,0.085911,0.268197
3,0.3000,0.2000,0.109487,0.264408
3,0.3000,0.3000,0.178632,0.256189
3,0.3000,0.4000,0.193907,0.256398
3,0.3000,0.5000,0.187926,0.256515
3,0.3000,0.6000,0.173348,0.250375
3,0.3000,0.7000,0.250354,0.254814
3,0.3000,0.8000,0.199376,0.248458
3,0.3000,0.9000,0.234159,0.251197
3,0.3000,1.0000,0.297009,0.250954
3,0.3000,2.0000,0.280041,0.246124
3,0.3000,3.0000,0.374633,0.238931
3,0.3000,4.0000,0.287410,0.248342
3,0.3000,5.0000,0.366220,0.256649
3,0.3000,10.0000,0.294485,0.277059
3,0.3000,15.0000,0.261201,0.270727
3,0.3000,20.0000,0.220436,0.261423
3,0.3000,25.0000,0.332157,0.254318
3,0.3000,30.0000,0.184096,0.289322
3,0.4000,0.1000,0.125141,0.262668
3,0.4000,0.2000,0.216674,0.250425
3,0.4000,0.3000,0.219743,0.252892
3,0.4000,0.4000,0.184503,0.249944
3,0.4000,0.5000,0.280848,0.242653
3,0.4000,0.6000,0.207291,0.245298
3,0.4000,0.7000,0.206100,0.241479
3,0.4000,0.8000,0.142058,0.256928
3,0.4000,0.9000,0.205156,0.241561
3,0.4000,1.0000,0.319009,0.244414
3,0.4000,2.0000,0.267524,0.238684
3,0.4000,3.0000,0.328031,0.225565
3,0.4000,4.0000,0.378452,0.245753
3,0.4000,5.0000,0.392963,0.233526
3,0.4000,10.0000,0.319323,0.262444
3,0.4000,15.0000,0.310922,0.243976
3,0.4000,20.0000,0.247920,0.276632
3,0.4000,25.0000,0.254658,0.265870
3,0.4000,30.0000,0.305806,0.251396
3,0.5000,0.1000,0.183987,0.256440
3,0.5000,0.2000,0.236788,0.247876
3,0.5000,0.3000,0.207508,0.242779
3,0.5000,0.4000,0.242889,0.243266
3,0.5000,0.5000,0.311630,0.236159
3,0.5000,0.6000,0.220215,0.249457
3,0.5000,0.7000,0.224341,0.235164
3,0.5000,0.8000,0.267505,0.236409
3,0.5000,0.9000,0.332484,0.237630
3,0.5000,1.0000,0.245548,0.230278
3,0.5000,2.0000,0.340862,0.246699
3,0.5000,3.0000,0.364816,0.231353
3,0.5000,4.0000,0.222877,0.252768
3,0.5000,5.0000,0.345178,0.250876
3,0.5000,10.0000,0.342385,0.255184
3,0.5000,15.0000,0.306167,0.266120
3,0.5000,20.0000,0.290376,0.260043
3,0.5000,25.0000,0.312841,0.251551
3,0.5000,30.0000,0.111258,0.344759
3,0.6000,0.1000,0.193305,0.247831
3,0.6000,0.2000,0.188158,0.231392
3,0.6000,0.3000,0.246522,0.238248
3,0.6000,0.4000,0.262204,0.245043
3,0.6000,0.5000,0.268888,0.235692
3,0.6000,0.6000,0.240791,0.226810
3,0.6000,0.7000,0.230713,0.233567
3,0.6000,0.8000,0.241498,0.241116
3,0.6000,0.9000,0.324093,0.230985
3,0.6000,1.0000,0.262128,0.219674
3,0.6000,2.0000,0.281713,0.245994
3,0.6000,3.0000,0.336903,0.236902
3,0.6000,4.0000,0.347626,0.227152
3,0.6000,5.0000,0.377340,0.247147
3,0.6000,10.0000,0.258464,0.262754
3,0.6000,15.0000,0.387596,0.249239
3,0.6000,20.0000,0.326564,0.253156
3,0.6000,25.0000,0.264360,0.258321
3,0.6000,30.0000,0.136249,0.325161
3,0.7000,0.1000,0.219586,0.242580
3,0.7000,0.2000,0.259176,0.232474
3,0.7000,0.3000,0.278464,0.227985
3,0.7000,0.4000,0.233532,0.214607
3,0.7000,0.5000,0.316631,0.227290
3,0.7000,0.6000,0.368351,0.224001
3,0.7000,0.7000,0.303097,0.230201
3,0.7000,0.8000,0.223741,0.231274
3,0.7000,0.9000,0.288164,0.232473
3,0.7000,1.0000,0.330371,0.224454
3,0.7000,2.0000,0.371060,0.228005
3,0.7000,3.0000,0.416953,0.234077
3,0.7000,4.0000,0.319041,0.235162
3,0.7000,5.0000,0.318168,0.237373
3,0.7000,10.0000,0.313711,0.265995
3,0.7000,15.0000,0.360052,0.236274
3,0.7000,20.0000,0.325930,0.244851
3,0.7000,25.0000,0.321486,0.244103
3,0.7000,30.0000,0.359130,0.239147
3,0.8000,0.1000,0.263693,0.229655
3,0.8000,0.2000,0.231994,0.238157
3,0.8000,0.3000,0.241744,0.228090
3,0.8000,0.4000,0.286418,0.229215
3,0.8000,0.5000,0.254950,0.223059
3,0.8000,0.6000,0.286999,0.240758
3,0.8000,0.7000,0.281090,0.232228
3,0.8000,0.8000,0.202803,0.237984
3,0.8000,0.9000,0.279372,0.235862
3,0.8000,1.0000,0.298824,0.238939
3,0.8000,2.0000,0.333231,0.217615
3,0.8000,3.0000,0.344971,0.238614
3,0.8000,4.0000,0.319112,0.234199
3,0.8000,5.0000,0.416376,0.235878
3,0.8000,10.0000,0.299965,0.260499
3,0.8000,15.0000,0.386460,0.234877
3,0.8000,20.0000,0.248414,0.274858
3,0.8000,25.0000,0.321648,0.255440
3,0.8000,30.0000,0.315230,0.246883
3,0.9000,0.1000,0.207545,0.235816
3,0.9000,0.2000,0.283383,0.229859
3,0.9000,0.3000,0.275234,0.229275
3,0.9000,0.4000,0.301503,0.215675
3,0.9000,0.5000,0.242850,0.251973
3,0.9000,0.6000,0.252387,0.236026
3,0.9000,0.7000,0.232335,0.240130
3,0.9000,0.8000,0.249386,0.248838
3,0.9000,0.9000,0.303572,0.237587
3,0.9000,1.0000,0.259919,0.223863
3,0.9000,2.0000,0.277503,0.269891
3,0.9000,3.0000,0.311748,0.247382
3,0.9000,4.0000,0.324281,0.249868
3,0.9000,5.0000,0.309061,0.251932
3,0.9000,10.0000,0.328491,0.249160
3,0.9000,15.0000,0.335838,0.240179
3,0.9000,20.0000,0.224829,0.283082
3,0.9000,25.0000,0.287421,0.254060
3,0.9000,30.0000,0.184296,0.320026
3,1.0000,0.1000,0.230332,0.247718
3,1.0000,0.2000,0.236872,0.230342
3,1.0000,0.3000,0.247246,0.246881
3,1.0000,0.4000,0.215318,0.244912
3,1.0000,0.5000,0.289812,0.249020
3,1.0000,0.6000,0.294295,0.241734
3,1.0000,0.7000,0.293754,0.248849
3,1.0000,0.8000,0.270763,0.260872
3,1.0000,0.9000,0.306586,0.259082
3,1.0000,1.0000,0.228214,0.243192
3,1.0000,2.0000,0.241175,0.251641
3,1.0000,3.0000,0.337214,0.242963
3,1.0000,4.0000,0.325794,0.242384
3,1.0000,5.0000,0.340867,0.249931
3,1.0000,10.0000,0.338265,0.249643
3,1.0000,15.0000,0.378257,0.222145
3,1.0000,20.0000,0.301085,0.247371
3,1.0000,25.0000,0.279017,0.250207
3,1.0000,30.0000,0.391697,0.235311
3,2.0000,0.1000,0.196229,0.271604
3,2.0000,0.2000,0.217554,0.256855
3,2.0000,0.3000,0.225088,0.248295
3,2.0000,0.4000,0.207155,0.245661
3,2.0000,0.5000,0.230721,0.250192
3,2.0000,0.6000,0.197507,0.269065
3,2.0000,0.7000,0.202674,0.242452
3,2.0000,0.8000,0.201878,0.251741
3,2.0000,0.9000,0.231944,0.247620
3,2.0000,1.0000,0.243934,0.238837
3,2.0000,2.0000,0.204124,0.256100
3,2.0000,3.0000,0.230414,0.233514
3,2.0000,4.0000,0.185874,0.261468
3,2.0000,5.0000,0.312237,0.248196
3,2.0000,10.0000,0.313835,0.244728
3,2.0000,15.0000,0.274912,0.244923
3,2.0000,20.0000,0.271145,0.287673
3,2.0000,25.0000,0.227858,0.299318
3,2.0000,30.0000,0.293187,0.279146
3,3.0000,0.1000,0.124618,0.361683
3,3.0000,0.2000,0.111318,0.386835
3,3.0000,0.3000,0.146492,0.329610
3,3.0000,0.4000,0.161935,0.308759
3,3.0000,0.5000,0.203129,0.254358
3,3.0000,0.6000,0.114612,0.335333
3,3.0000,0.7000,0.161763,0.307617
3,3.0000,0.8000,0.153783,0.362235
3,3.0000,0.9000,0.148472,0.281649
3,3.0000,1.0000,0.147735,0.361804
3,3.0000,2.0000,0.130313,0.328602
3,3.0000,3.0000,0.072554,0.338544
3,3.0000,4.0000,0.225457,0.288777
3,3.0000,5.0000,0.269453,0.269719
3,3.0000,10.0000,0.180991,0.327750
3,3.0000,15.0000,0.277322,0.274932
3,3.0000,20.0000,0.316895,0.285340
3,3.0000,25.0000,0.353088,0.263947
3,3.0000,30.0000,0.276909,0.287063
3,4.0000,0.1000,0.112777,0.409991
3,4.0000,0.2000,0.094343,0.402449
3,4.0000,0.3000,0.100117,0.368036
3,4.0000,0.4000,0.104406,0.429200
3,4.0000,0.5000,0.178399,0.369133
3,4.0000,0.6000,0.123867,0.373800
3,4.0000,0.7000,0.152862,0.359507
3,4.0000,0.8000,0.129864,0.410675
3,4.0000,0.9000,0.139220,0.371274
3,4.0000,1.0000,0.183091,0.314413
3,4.0000,2.0000,0.143020,0.379041
3,4.0000,3.0000,0.093873,0.412336
3,4.0000,4.0000,0.095697,0.572717
3,4.0000,5.0000,0.125211,0.393213
3,4.0000,10.0000,0.132522,0.482940
3,4.0000,15.0000,0.149114,0.377476
3,4.0000,20.0000,0.177050,0.374794
3,4.0000,25.0000,0.211279,0.290616
3,4.0000,30.0000,0.241465,0.307006
3,5.0000,0.1000,0.166061,0.326062
3,5.0000,0.2000,0.114564,0.336557
3,5.0000,0.3000,0.128137,0.364944
3,5.0000,0.4000,0.129775,0.358471
3,5.0000,0.5000,0.135534,0.386474
3,5.0000,0.6000,0.116112,0.354781
3,5.0000,0.7000,0.157577,0.373332
3,5.0000,0.8000,0.124281,0.371739
3,5.0000,0.9000,0.126491,0.368675
3,5.0000,1.0000,0.114213,0.364795
3,5.0000,2.0000,0.148109,0.380778
3,5.0000,3.0000,0.081277,0.507678
3,5.0000,4.0000,0.126560,0.327602
3,5.0000,5.0000,0.123286,0.458158
3,5.0000,10.0000,0.141715,0.418475
3,5.0000,15.0000,0.143470,0.438839
3,5.0000,20.0000,0.130578,0.450584
3,5.0000,25.0000,0.187941,0.319897
3,5.0000,30.0000,0.240274,0.300733
3,10.0000,0.1000,0.142821,0.401839
3,10.0000,0.2000,0.117423,0.389012
3,10.0000,0.3000,0.148206,0.353350
3,10.0000,0.4000,0.133105,0.452935
3,10.0000,0.5000,0.146270,0.371978
3,10.0000,0.6000,0.130975,0.377387
3,10.0000,0.7000,0.115952,0.419920
3,10.0000,0.8000,0.155479,0.384709
3,10.0000,0.9000,0.230541,0.466378
3,10.0000,1.0000,0.089694,0.441681
3,10.0000,2.0000,0.091299,0.418501
3,10.0000,3.0000,0.089427,0.427099
3,10.0000,4.0000,0.107929,0.492012
3,10.0000,5.0000,0.103752,0.480182
3,10.0000,10.0000,0.090473,0.537806
3,10.0000,15.0000,0.069592,0.466978
3,10.0000,20.0000,0.071275,0.546550
3,10.0000,25.0000,0.025898,0.608738
3,10.0000,30.0000,0.055827,0.533372
3,15.0000,0.1000,0.096232,0.505201
3,15.0000,0.2000,0.109667,0.501017
3,15.0000,0.3000,0.079701,0.554328
3,15.0000,0.4000,0.090163,0.538439
3,15.0000,0.5000,0.102891,0.522653
3,15.0000,0.6000,0.094204,0.534027
3,15.0000,0.7000,0.059743,0.629113
3,15.0000,0.8000,-0.006665,0.768675
3,15.0000,0.9000,0.089902,0.518175
3,15.0000,1.0000,0.086158,0.539708
3,15.0000,2.0000,-0.050775,0.755548
3,15.0000,3.0000,-0.051233,0.746674
3,15.0000,4.0000,0.100070,0.718383
3,15.0000,5.0000,-0.038001,0.772328
3,15.0000,10.0000,0.086651,0.708189
3,15.0000,15.0000,0.039578,0.756254
3,15.0000,20.0000,-0.012107,0.769822
3,15.0000,25.0000,0.034847,0.785476
3,15.0000,30.0000,0.109143,0.703389
3,20.0000,0.1000,0.073371,0.574919
3,20.0000,0.2000,0.079420,0.575647
3,20.0000,0.3000,0.075097,0.571017
3,20.0000,0.4000,0.079655,0.580400
3,20.0000,0.5000,0.081252,0.566534
3,20.0000,0.6000,0.070635,0.537632
3,20.0000,0.7000,0.070626,0.530892
3,20.0000,0.8000,0.069019,0.540515
3,20.0000,0.9000,0.046105,0.540496
3,20.0000,1.0000,0.081185,0.549850
3,20.0000,2.0000,0.070907,0.535048
3,20.0000,3.0000,-0.074106,0.748336
3,20.0000,4.0000,-0.036692,0.725701
3,20.0000,5.0000,-0.033028,0.780405
3,20.0000,10.0000,-0.033395,0.724315
3,20.0000,15.0000,-0.012876,0.789036
3,20.0000,20.0000,0.003296,0.775013
3,20.0000,25.0000,-0.042519,0.657955
3,20.0000,30.0000,-0.040690,0.770503
3,25.0000,0.1000,0.080316,0.565389
3,25.0000,0.2000,0.067698,0.546349
3,25.0000,0.3000,0.067072,0.539123
3,25.0000,0.4000,0.076484,0.529514
3,25.0000,0.5000,0.073205,0.540154
3,25.0000,0.6000,0.070424,0.519385
3,25.0000,0.7000,0.080451,0.614315
3,25.0000,0.8000,0.078514,0.566849
3,25.0000,0.9000,0.072388,0.519001
3,25.0000,1.0000,0.073405,0.749414
3,25.0000,2.0000,-0.001826,0.651518
3,25.0000,3.0000,0.019188,0.687563
3,25.0000,4.0000,0.023035,0.677876
3,25.0000,5.0000,-0.026633,0.716789
3,25.0000,10.0000,-0.048712,0.751955
3,25.0000,15.0000,-0.026659,0.719871
3,25.0000,20.0000,0.021260,0.794087
3,25.0000,25.0000,-0.048662,0.756102
3,25.0000,30.0000,-0.001307,0.698051
3,30.0000,0.1000,0.078700,0.548846
3,30.0000,0.2000,0.076146,0.560575
3,30.0000,0.3000,0.078427,0.576268
3,30.0000,0.4000,0.080423,0.525452
3,30.0000,0.5000,0.079179,0.557499
3,30.0000,0.6000,0.078410,0.575876
3,30.0000,0.7000,0.077563,0.579373
3,30.0000,0.8000,0.075892,0.582806
3,30.0000,0.9000,0.071645,0.529427
3,30.0000,1.0000,0.079113,0.558083
3,30.0000,2.0000,0.060555,0.585255
3,30.0000,3.0000,-0.062212,0.691351
3,30.0000,4.0000,0.017717,0.664168
3,30.0000,5.0000,-0.004326,0.639581
3,30.0000,10.0000,-0.056682,0.767773
3,30.0000,15.0000,-0.028845,0.762833
3,30.0000,20.0000,-0.033409,0.734391
3,30.0000,25.0000,-0.059019,0.767745
3,30.0000,30.0000,-0.013160,0.724424
4,0.1000,0.1000,0.015179,0.272645
4,0.1000,0.2000,0.019006,0.274351
4,0.1000,0.3000,0.074887,0.269056
4,0.1000,0.4000,0.095276,0.270700
4,0.1000,0.5000,0.124809,0.267910
4,0.1000,0.6000,0.135213,0.266948
4,0.1000,0.7000,0.170740,0.265002
4,0.1000,0.8000,0.184316,0.264342
4,0.1000,0.9000,0.177028,0.262038
4,0.1000,1.0000,0.197329,0.264057
4,0.1000,2.0000,0.280292,0.253752
4,0.1000,3.0000,0.257297,0.254431
4,0.1000,4.0000,0.292340,0.252168
4,0.1000,5.0000,0.332230,0.253806
4,0.1000,10.0000,0.294359,0.267430
4,0.1000,15.0000,0.237999,0.262788
4,0.1000,20.0000,0.242284,0.280664
4,0.1000,25.0000,0.259147,0.264800
4,0.1000,30.0000,0.156385,0.288953
4,0.2000,0.1000,0.070134,0.269452
4,0.2000,0.2000,0.088329,0.267969
4,0.2000,0.3000,0.090205,0.269909
4,0.2000,0.4000,0.152803,0.263511
4,0.2000,0.5000,0.148081,0.263599
4,0.2000,0.6000,0.140524,0.262869
4,0.2000,0.7000,0.204137,0.258952
4,0.2000,0.8000,0.170074,0.262424
4,0.2000,0.9000,0.176807,0.257282
4,0.2000,1.0000,0.233731,0.254022
4,0.2000,2.0000,0.346558,0.250073
4,0.2000,3.0000,0.302043,0.246715
4,0.2000,4.0000,0.298212,0.254223
4,0.2000,5.0000,0.326683,0.251217
4,0.2000,10.0000,0.324563,0.248841
4,0.2000,15.0000,0.298974,0.251885
4,0.2000,20.0000,0.220598,0.272326
4,0.2000,25.0000,0.214588,0.281880
4,0.2000,30.0000,0.111129,0.316277
4,0.3000,0.1000,0.117626,0.266946
4,0.3000,0.2000,0.148616,0.261638
4,0.3000,0.3000,0.127286,0.262711
4,0.3000,0.4000,0.155090,0.262759
4,0.3000,0.5000,0.210617,0.254273
4,0.3000,0.6000,0.161322,0.257154
4,0.3000,0.7000,0.250466,0.257000
4,0.3000,0.8000,0.238851,0.256632
4,0.3000,0.9000,0.213584,0.251742
4,0.3000,1.0000,0.203463,0.249351
4,0.3000,2.0000,0.315722,0.239721
4,0.3000,3.0000,0.337983,0.235303
4,0.3000,4.0000,0.407320,0.243151
4,0.3000,5.0000,0.350952,0.259221
4,0.3000,10.0000,0.276929,0.275094
4,0.3000,15.0000,0.283401,0.253859
4,0.3000,20.0000,0.242636,0.265993
4,0.3000,25.0000,0.273225,0.262000
4,0.3000,30.0000,0.165100,0.295588
4,0.4000,0.1000,0.186196,0.257069
4,0.4000,0.2000,0.192356,0.253514
4,0.4000,0.3000,0.196836,0.256431
4,0.4000,0.4000,0.175303,0.252715
4,0.4000,0.5000,0.203107,0.242926
4,0.4000,0.6000,0.286901,0.248854
4,0.4000,0.7000,0.249441,0.243461
4,0.4000,0.8000,0.223181,0.253747
4,0.4000,0.9000,0.224936,0.241304
4,0.4000,1.0000,0.266000,0.244383
4,0.4000,2.0000,0.350471,0.245337
4,0.4000,3.0000,0.285878,0.237664
4,0.4000,4.0000,0.354020,0.236705
4,0.4000,5.0000,0.344106,0.237451
4,0.4000,10.0000,0.361511,0.243921
4,0.4000,15.0000,0.287943,0.250415
4,0.4000,20.0000,0.309857,0.268862
4,0.4000,25.0000,0.314301,0.252166
4,0.4000,30.0000,0.197485,0.285394
4,0.5000,0.1000,0.252481,0.246994
4,0.5000,0.2000,0.223145,0.253807
4,0.5000,0.3000,0.252250,0.240453
4,0.5000,0.4000,0.229038,0.239958
4,0.5000,0.5000,0.221023,0.223846
4,0.5000,0.6000,0.178064,0.246935
4,0.5000,0.7000,0.209411,0.234570
4,0.5000,0.8000,0.309185,0.226535
4,0.5000,0.9000,0.288833,0.230729
4,0.5000,1.0000,0.260798,0.230465
4,0.5000,2.0000,0.338462,0.235388
4,0.5000,3.0000,0.213969,0.243028
4,0.5000,4.0000,0.425726,0.238207
4,0.5000,5.0000,0.313897,0.245464
4,0.5000,10.0000,0.334049,0.263894
4,0.5000,15.0000,0.271386,0.265045
4,0.5000,20.0000,0.224047,0.275557
4,0.5000,25.0000,0.306602,0.250189
4,0.5000,30.0000,0.209402,0.292313
4,0.6000,0.1000,0.272052,0.242052
4,0.6000,0.2000,0.237399,0.245723
4,0.6000,0.3000,0.208156,0.236253
4,0.6000,0.4000,0.225142,0.245556
4,0.6000,0.5000,0.187239,0.233499
4,0.6000,0.6000,0.132882,0.249217
4,0.6000,0.7000,0.234193,0.239470
4,0.6000,0.8000,0.271110,0.241564
4,0.6000,0.9000,0.237538,0.256139
4,0.6000,1.0000,0.293712,0.247974
4,0.6000,2.0000,0.329371,0.248304
4,0.6000,3.0000,0.368889,0.223294
4,0.6000,4.0000,0.395701,0.219276
4,0.6000,5.0000,0.195290,0.272004
4,0.6000,10.0000,0.326881,0.252775
4,0.6000,15.0000,0.253200,0.256102
4,0.6000,20.0000,0.367634,0.245018
4,0.6000,25.0000,0.266645,0.259593
4,0.6000,30.0000,0.099227,0.329366
4,0.7000,0.1000,0.254029,0.233428
4,0.7000,0.2000,0.194282,0.233350
4,0.7000,0.3000,0.241470,0.222867
4,0.7000,0.4000,0.193220,0.240700
4,0.7000,0.5000,0.239893,0.235427
4,0.7000,0.6000,0.252213,0.243808
4,0.7000,0.7000,0.248284,0.217931
4,0.7000,0.8000,0.288457,0.222169
4,0.7000,0.9000,0.324370,0.215688
4,0.7000,1.0000,0.270828,0.232732
4,0.7000,2.0000,0.362916,0.228335
4,0.7000,3.0000,0.264418,0.243650
4,0.7000,4.0000,0.324810,0.248751
4,0.7000,5.0000,0.355279,0.242027
4,0.7000,10.0000,0.286100,0.278379
4,0.7000,15.0000,0.297117,0.258677
4,0.7000,20.0000,0.266082,0.279714
4,0.7000,25.0000,0.307636,0.240269
4,0.7000,30.0000,0.322550,0.243169
4,0.8000,0.1000,0.265631,0.240175
4,0.8000,0.2000,0.233832,0.226678
4,0.8000,0.3000,0.237214,0.239402
4,0.8000,0.4000,0.256501,0.220581
4,0.8000,0.5000,0.237165,0.231838
4,0.8000,0.6000,0.252486,0.231807
4,0.8000,0.7000,0.248898,0.233772
4,0.8000,0.8000,0.300534,0.221327
4,0.8000,0.9000,0.305184,0.228071
4,0.8000,1.0000,0.189504,0.232946
4,0.8000,2.0000,0.300876,0.235151
4,0.8000,3.0000,0.212725,0.286668
4,0.8000,4.0000,0.325081,0.246091
4,0.8000,5.0000,0.305508,0.253096
4,0.8000,10.0000,0.390018,0.241564
4,0.8000,15.0000,0.350532,0.229675
4,0.8000,20.0000,0.273662,0.259594
4,0.8000,25.0000,0.315909,0.246260
4,0.8000,30.0000,0.260039,0.262765
4,0.9000,0.1000,0.235720,0.246080
4,0.9000,0.2000,0.241312,0.238104
4,0.9000,0.3000,0.244167,0.230657
4,0.9000,0.4000,0.212742,0.226135
4,0.9000,0.5000,0.241814,0.248862
4,0.9000,0.6000,0.280905,0.223763
4,0.9000,0.7000,0.227142,0.251995
4,0.9000,0.8000,0.176091,0.277873
4,0.9000,0.9000,0.256873,0.237318
4,0.9000,1.0000,0.303420,0.252855
4,0.9000,2.0000,0.346193,0.221122
4,0.9000,3.0000,0.354865,0.241582
4,0.9000,4.0000,0.343435,0.242216
4,0.9000,5.0000,0.322364,0.240476
4,0.9000,10.0000,0.328364,0.253805
4,0.9000,15.0000,0.307676,0.246544
4,0.9000,20.0000,0.318696,0.253346
4,0.9000,25.0000,0.415353,0.236534
4,0.9000,30.0000,0.195455,0.307846
4,1.0000,0.1000,0.235909,0.243363
4,1.0000,0.2000,0.206925,0.253141
4,1.0000,0.3000,0.255552,0.255987
4,1.0000,0.4000,0.271006,0.240235
4,1.0000,0.5000,0.218873,0.262085
4,1.0000,0.6000,0.336025,0.226486
4,1.0000,0.7000,0.286826,0.247872
4,1.0000,0.8000,0.316804,0.235731
4,1.0000,0.9000,0.251222,0.250093
